"","Date","max","min","mean","sd"
"L2022-08-22",2022-08-22,0.8580375782881,0.113333333333333,0.621490873119835,0.172720731229213
"L2022-08-22.1",2022-08-22,0.839508306386364,0.206279978859942,0.624502858169687,0.160904238202947
"S2022-08-22",2022-08-22,0.861301775147929,0.144640998959417,0.635425698898437,0.174919766597796
"S2022-08-24",2022-08-24,0.911845730027548,0.0655021834061135,0.6777219251567,0.199823602192067
"S2022-08-24.1",2022-08-24,0.89818281250745,0.215857133408507,0.679911010223169,0.184444512584059
"S2022-08-26",2022-08-26,0.908376253727297,0.146025878003697,0.680728886825574,0.196728791323723
"S2022-08-26.1",2022-08-26,0.89543743519105,0.158480761028595,0.680953462626129,0.18093609995423
"S2022-08-27",2022-08-27,0.790536948431685,0.173106646058733,0.515302371270858,0.133517999914874
"S2022-08-29",2022-08-29,0.900880037054192,0.114285714285714,0.669560739306795,0.195959020004101
"S2022-08-29.1",2022-08-29,0.888415043802844,0.215709549790321,0.671484562547276,0.181823882901184
"S2022-09-11",2022-09-11,0.852907337354226,0.198854349583346,0.567236464284902,0.168687195235197
"S2022-09-30",2022-09-30,0.855916030534351,0.138566552901024,0.660606064528953,0.179537224749516
"S2022-09-30.1",2022-09-30,0.822220404148811,0.193066920240593,0.656205638514991,0.162577178889605
"S2023-06-08",2023-06-08,0.784843334062251,0.143830097645737,0.563907167839033,0.155547697345416
"L2023-06-15",2023-06-15,0.858780379263583,0.121254330942017,0.581933787967051,0.181109091178662
"L2023-06-15.1",2023-06-15,0.833692744818102,0.159144537688762,0.584509525121042,0.170133103852874
"S2023-06-15",2023-06-15,0.862356107069442,0.0943695206142233,0.589190757585746,0.186526563424014
"S2023-06-15.1",2023-06-15,0.84224954340262,0.16221213029097,0.591067385295066,0.173638050591705
"L2023-06-16",2023-06-16,0.859135279482356,0.111870180982301,0.582488504961292,0.175253383057471
"L2023-06-16.1",2023-06-16,0.837824524738055,0.184243942512566,0.584973858238814,0.164749510778883
"S2023-06-17",2023-06-17,0.862255967412761,0.126566922887698,0.594293793799266,0.179655550751911
"S2023-06-17.1",2023-06-17,0.841398712600443,0.183065413125294,0.592552435747441,0.16524230312661
"S2023-06-18",2023-06-18,0.877147558363428,0.100033671907737,0.596560640680679,0.189426578074237
"S2023-06-18.1",2023-06-18,0.857211805990018,0.177323892212707,0.597961086954372,0.176422757754387
"S2023-06-20",2023-06-20,0.86592449846568,0.0953809262282597,0.586489981254535,0.186029357050675
"S2023-06-20.1",2023-06-20,0.845659885259833,0.133813457709591,0.588427466322882,0.172705051639632
"S2023-06-22",2023-06-22,0.856962258953871,0.184665665247648,0.60736116684094,0.16803752676707
"S2023-06-27",2023-06-27,0.881030655893583,0.22439673902587,0.625788292320452,0.173016214125518
"S2023-07-10",2023-07-10,0.902550304315471,0.202598853426127,0.647768997836408,0.184529342180442
"S2023-07-12",2023-07-12,0.91099151129269,0.115311886365832,0.649115006706923,0.192714163498166
"S2023-07-12.1",2023-07-12,0.895345654438112,0.235500363213112,0.6485280429958,0.176626773170742
"S2023-07-13",2023-07-13,0.996532904078984,0.00269296428452927,0.473083812098053,0.26467768652523
"S2023-07-18",2023-07-18,0.99605405685334,0.0776917218995945,0.505581018445904,0.236300634051553
"S2023-08-07",2023-08-07,0.908691834505025,0.118357510527094,0.676771315804779,0.198575746727671
"S2023-08-07.1",2023-08-07,0.905002298211444,0.230158292496669,0.677463174547774,0.183320821928167
"L2023-08-09",2023-08-09,0.889056598418397,0.131681868959153,0.653473333971802,0.186350439099524
"L2023-08-09.1",2023-08-09,0.876630868226237,0.211760725223988,0.657172329837796,0.17387021419102
"S2023-08-09",2023-08-09,0.894526372689841,0.129356158074119,0.665125420673281,0.189937460483238
"S2023-08-09.1",2023-08-09,0.87882505316298,0.240995196568737,0.667396430514462,0.175690759142779
"S2023-08-21",2023-08-21,0.891851404546015,0.217504533349738,0.677355971292648,0.180362790615557
"S2023-08-27",2023-08-27,0.886363635004133,0.125358871119393,0.669805580555462,0.190461806749417
"S2023-08-27.1",2023-08-27,0.881193153846292,0.226123609788176,0.66876413569397,0.17513745839846
"S2023-09-06",2023-09-06,0.29287509685147,0.0109716149156198,0.126982708270901,0.0525494328838231
"S2023-09-15",2023-09-15,0.867090839733875,0.150869325633871,0.653586799629208,0.174310378529953
"S2023-09-15.1",2023-09-15,0.844547546275847,0.208130423917402,0.647732574127605,0.158476439694682
